ID;cliente;anio;mes;Total_desastres; total_gasto 
590;Banco de Chile;2003;febrero;0; $- 
591;Banco de Chile;2003;marzo;1; $89.783 
592;Banco de Chile;2003;abril;4; $61.621 
593;Banco de Chile;2003;mayo;2; $53.996 
594;Banco de Chile;2003;junio;5; $95.419 
595;Banco de Chile;2003;julio;5; $43.641 
596;Banco de Chile;2003;agosto;4; $31.428 
597;Banco de Chile;2003;septiembre;4; $86.469 
598;Banco de Chile;2003;octubre;2; $99.662 
599;Banco de Chile;2003;noviembre;0; $- 
600;Banco de Chile;2003;diciembre;1; $5.801 
601;Banco de Chile;2004;enero;1; $64.242 
602;Banco de Chile;2004;febrero;5; $16.999 
603;Banco de Chile;2004;marzo;0; $- 
604;Banco de Chile;2004;abril;1; $18.850 
605;Banco de Chile;2004;mayo;0; $- 
606;Banco de Chile;2004;junio;1; $61.301 
607;Banco de Chile;2004;julio;3; $35.108 
608;Banco de Chile;2004;agosto;2; $13.724 
609;Banco de Chile;2004;septiembre;0; $- 
610;Banco de Chile;2004;octubre;2; $90.672 
611;Banco de Chile;2004;noviembre;5; $78.434 
612;Banco de Chile;2004;diciembre;5; $21.166 
613;Banco de Chile;2005;enero;0; $- 
614;Banco de Chile;2005;febrero;2; $22.575 
615;Banco de Chile;2005;marzo;3; $13.453 
616;Banco de Chile;2005;abril;1; $24.977 
617;Banco de Chile;2005;mayo;4; $52.841 
618;Banco de Chile;2005;junio;4; $27.181 
619;Banco de Chile;2005;julio;2; $94.458 
620;Banco de Chile;2005;agosto;4; $40.887 
621;Banco de Chile;2005;septiembre;5; $95.470 
622;Banco de Chile;2005;octubre;2; $81.539 
623;Banco de Chile;2005;noviembre;1; $30.497 
624;Banco de Chile;2005;diciembre;5; $10.694 
625;Banco de Chile;2006;enero;0; $- 
626;Banco de Chile;2006;febrero;2; $12.998 
627;Banco de Chile;2006;marzo;4; $94.782 
628;Banco de Chile;2006;abril;1; $88.645 
629;Banco de Chile;2006;mayo;5; $91.989 
630;Banco de Chile;2006;junio;3; $81.224 
631;Banco de Chile;2006;julio;4; $32.566 
632;Banco de Chile;2006;agosto;2; $43.499 
633;Banco de Chile;2006;septiembre;4; $27.987 
634;Banco de Chile;2006;octubre;1; $74.652 
635;Banco de Chile;2006;noviembre;2; $39.515 
636;Banco de Chile;2006;diciembre;0; $- 
637;Banco de Chile;2007;enero;4; $13.126 
638;Banco de Chile;2007;febrero;3; $96.896 
639;Banco de Chile;2007;marzo;3; $53.379 
640;Banco de Chile;2007;abril;0; $- 
641;Banco de Chile;2007;mayo;5; $80.611 
642;Banco de Chile;2007;junio;1; $33.968 
643;Banco de Chile;2007;julio;2; $80.093 
644;Banco de Chile;2007;agosto;3; $71.460 
645;Banco de Chile;2007;septiembre;0; $- 
646;Banco de Chile;2007;octubre;5; $54.530 
647;Banco de Chile;2007;noviembre;5; $53.958 
648;Banco de Chile;2007;diciembre;1; $47.831 
649;Banco de Chile;2008;enero;4; $90.013 
650;Banco de Chile;2008;febrero;1; $11.543 
651;Banco de Chile;2008;marzo;5; $32.828 
652;Banco de Chile;2008;abril;4; $68.901 
653;Banco de Chile;2008;mayo;3; $79.590 
654;Banco de Chile;2008;junio;1; $50.461 
655;Banco de Chile;2008;julio;5; $16.862 
656;Banco de Chile;2008;agosto;5; $20.956 
657;Banco de Chile;2008;septiembre;4; $88.817 
658;Banco de Chile;2008;octubre;1; $59.971 
659;Banco de Chile;2008;noviembre;3; $14.505 
660;Banco de Chile;2008;diciembre;2; $10.859 
661;Banco de Chile;2009;enero;4; $46.615 
662;Banco de Chile;2009;febrero;2; $27.797 
663;Banco de Chile;2009;marzo;3; $60.532 
664;Banco de Chile;2009;abril;5; $46.963 
665;Banco de Chile;2009;mayo;3; $32.667 
666;Banco de Chile;2009;junio;0; $- 
667;Banco de Chile;2009;julio;5; $89.402 
668;Banco de Chile;2009;agosto;5; $36.983 
669;Banco de Chile;2009;septiembre;5; $22.165 
670;Banco de Chile;2009;octubre;5; $94.663 
671;Banco de Chile;2009;noviembre;5; $8.692 
672;Banco de Chile;2009;diciembre;1; $19.056 
673;Banco de Chile;2010;enero;4; $48.513 
674;Banco de Chile;2010;febrero;5; $81.331 
675;Banco de Chile;2010;marzo;4; $45.102 
676;Banco de Chile;2010;abril;2; $9.990 
677;Banco de Chile;2010;mayo;4; $18.311 
678;Banco de Chile;2010;junio;5; $89.552 
679;Banco de Chile;2010;julio;3; $79.300 
680;Banco de Chile;2010;agosto;0; $- 
681;Banco de Chile;2010;septiembre;1; $55.622 
682;Banco de Chile;2010;octubre;3; $66.393 
683;Banco de Chile;2010;noviembre;4; $35.193 
684;Banco de Chile;2010;diciembre;2; $92.056 
685;Banco de Chile;2011;enero;4; $35.777 
686;Banco de Chile;2011;febrero;1; $36.583 
687;Banco de Chile;2011;marzo;4; $79.074 
688;Banco de Chile;2011;abril;2; $98.578 
689;Banco de Chile;2011;mayo;3; $90.799 
690;Banco de Chile;2011;junio;3; $75.085 
691;Banco de Chile;2011;julio;2; $91.950 
692;Banco de Chile;2011;agosto;2; $66.397 
693;Banco de Chile;2011;septiembre;5; $52.237 
694;Banco de Chile;2011;octubre;3; $5.440 
695;Banco de Chile;2011;noviembre;1; $29.265 
696;Banco de Chile;2011;diciembre;4; $73.827 
697;Banco de Chile;2012;enero;0; $- 
698;Banco de Chile;2012;febrero;1; $20.365 
699;Banco de Chile;2012;marzo;2; $33.321 
700;Banco de Chile;2012;abril;2; $36.825 
701;Banco de Chile;2012;mayo;3; $83.663 
702;Banco de Chile;2012;junio;4; $25.726 
703;Banco de Chile;2012;julio;5; $53.505 
704;Banco de Chile;2012;agosto;1; $6.774 
705;Banco de Chile;2012;septiembre;2; $7.234 
706;Banco de Chile;2012;octubre;3; $14.389 
707;Banco de Chile;2012;noviembre;5; $31.821 
708;Banco de Chile;2012;diciembre;2; $93.317 
709;Banco de Chile;2013;enero;2; $49.779 
710;Banco de Chile;2013;febrero;1; $29.043 
711;Banco de Chile;2013;marzo;1; $36.842 
712;Banco de Chile;2013;abril;0; $- 
713;Banco de Chile;2013;mayo;1; $41.701 
714;Banco de Chile;2013;junio;5; $25.396 
715;Banco de Chile;2013;julio;2; $33.067 
716;Banco de Chile;2013;agosto;2; $8.111 
717;Banco de Chile;2013;septiembre;2; $39.295 
718;Banco de Chile;2013;octubre;2; $49.286 
719;Banco de Chile;2013;noviembre;4; $51.669 
720;Banco de Chile;2013;diciembre;4; $63.843 
721;Banco de Chile;2014;enero;1; $59.938 
722;Banco de Chile;2014;febrero;4; $50.433 
723;Banco de Chile;2014;marzo;2; $77.881 
724;Banco de Chile;2014;abril;4; $80.094 
725;Banco de Chile;2014;mayo;1; $50.235 
726;Banco de Chile;2014;junio;2; $80.055 
727;Banco de Chile;2014;julio;2; $83.727 
728;Banco de Chile;2014;agosto;5; $27.088 
729;Banco de Chile;2014;septiembre;5; $95.418 
730;Banco de Chile;2014;octubre;3; $11.197 
731;Banco de Chile;2014;noviembre;0; $- 
732;Banco de Chile;2014;diciembre;3; $50.350 
733;Banco de Chile;2015;enero;1; $50.274 
734;Banco de Chile;2015;febrero;2; $32.228 
735;Banco de Chile;2015;marzo;3; $27.752 
736;Banco de Chile;2015;abril;3; $38.065 
737;Banco de Chile;2015;mayo;4; $7.206 
738;Banco de Chile;2015;junio;3; $84.758 
739;Banco de Chile;2015;julio;5; $46.129 
740;Banco de Chile;2015;agosto;1; $40.004 
741;Banco de Chile;2015;septiembre;2; $72.949 
742;Banco de Chile;2015;octubre;1; $18.011 
743;Banco de Chile;2015;noviembre;1; $93.882 
744;Banco de Chile;2015;diciembre;3; $46.738 
745;Banco de Chile;2016;enero;4; $85.792 
746;Banco de Chile;2016;febrero;1; $52.784 
747;Banco de Chile;2016;marzo;0; $- 
748;Banco de Chile;2016;abril;2; $46.527 
749;Banco de Chile;2016;mayo;2; $35.537 
750;Banco de Chile;2016;junio;4; $42.753 
751;Banco de Chile;2016;julio;2; $87.808 
752;Banco de Chile;2016;agosto;1; $77.495 
753;Banco de Chile;2016;septiembre;1; $53.952 
754;Banco de Chile;2016;octubre;0; $- 
755;Banco de Chile;2016;noviembre;0; $- 
756;Banco de Chile;2016;diciembre;0; $- 
757;Banco de Chile;2017;enero;4; $6.144 
758;Banco de Chile;2017;febrero;0; $- 
759;Banco de Chile;2017;marzo;0; $- 
760;Banco de Chile;2017;abril;3; $14.084 
761;Banco de Chile;2017;mayo;1; $29.919 
762;Banco de Chile;2017;junio;5; $14.584 
763;Banco de Chile;2017;julio;4; $26.628 
764;Banco de Chile;2017;agosto;3; $81.179 
765;Banco de Chile;2017;septiembre;4; $84.914 
766;Banco de Chile;2017;octubre;0; $- 
767;Banco de Chile;2017;noviembre;2; $50.598 
768;Banco de Chile;2017;diciembre;2; $26.528 
769;Banco de Chile;2018;enero;5; $88.399 
770;Banco de Chile;2018;febrero;3; $36.539 
771;Banco de Chile;2018;marzo;3; $62.983 
772;Banco de Chile;2018;abril;3; $52.798 
773;Banco de Chile;2018;mayo;4; $19.010 
774;Banco de Chile;2018;junio;0; $- 
775;Banco de Chile;2018;julio;0; $- 
776;Banco de Chile;2018;agosto;2; $45.962 
777;Banco de Chile;2018;septiembre;2; $33.689 
778;Banco de Chile;2018;octubre;2; $52.044 
779;Banco de Chile;2018;noviembre;1; $8.368 
780;Banco de Chile;2018;diciembre;3; $77.202 
781;Banco de Chile;2019;enero;4; $93.226 
782;Banco de Chile;2019;febrero;5; $65.179 
783;Banco de Chile;2019;marzo;2; $83.793 
784;Banco de Chile;2019;abril;3; $63.082 
785;Banco de Chile;2019;mayo;5; $43.064 
786;Banco de Chile;2019;junio;4; $78.406 
787;Banco de Chile;2019;julio;4; $85.792 
788;Banco de Chile;2019;agosto;0; $- 
789;Banco de Chile;2019;septiembre;5; $21.627 
790;Banco de Chile;2019;octubre;1; $98.112 
791;Banco de Chile;2019;noviembre;4; $91.447 
792;Banco de Chile;2019;diciembre;1; $29.431 
793;Banco de Chile;2020;enero;0; $- 
794;Banco de Chile;2020;febrero;2; $44.765 
795;Banco de Chile;2020;marzo;5; $94.924 
796;Banco de Chile;2020;abril;5; $66.300 
797;Banco de Chile;2020;mayo;4; $29.290 
798;Banco de Chile;2020;junio;3; $28.789 
799;Banco de Chile;2020;julio;3; $98.720 
800;Banco de Chile;2020;agosto;1; $97.595 
801;Banco de Chile;2020;septiembre;2; $57.653 
802;Banco de Chile;2020;octubre;0; $- 
803;Banco de Chile;2020;noviembre;1; $40.995 
804;Banco de Chile;2020;diciembre;2; $73.145 
805;Banco de Chile;2021;enero;5; $25.889 
806;Banco de Chile;2021;febrero;0; $- 
807;Banco de Chile;2021;marzo;0; $- 
808;Banco de Chile;2021;abril;4; $5.422 
809;Banco de Chile;2021;mayo;5; $65.602 
810;Banco de Chile;2021;junio;3; $11.067 
811;Banco de Chile;2021;julio;0; $- 
812;Banco de Chile;2021;agosto;3; $46.005 
813;Banco de Chile;2021;septiembre;3; $90.234 
814;Banco de Chile;2021;octubre;0; $- 
815;Banco de Chile;2021;noviembre;2; $10.424 
816;Banco de Chile;2021;diciembre;2; $8.044 
817;Banco de Chile;2022;enero;5; $19.415 
818;Banco de Chile;2022;febrero;1; $94.965 
819;Banco de Chile;2022;marzo;3; $66.578 
820;Banco de Chile;2022;abril;0; $- 
821;Banco de Chile;2022;mayo;3; $26.368 
822;Banco de Chile;2022;junio;2; $7.798 
823;Banco de Chile;2022;julio;2; $27.691 
824;Banco de Chile;2022;agosto;0; $- 
825;Banco de Chile;2022;septiembre;1; $49.676 
826;Banco de Chile;2022;octubre;3; $78.093 
827;Banco de Chile;2022;noviembre;1; $61.833 
828;Banco de Chile;2022;diciembre;4; $52.907 
829;Banco de Chile;2000;enero;0; $- 
830;Banco de Chile;2000;febrero;3; $96.224 
831;Banco de Chile;2000;marzo;0; $- 
832;Banco de Chile;2000;abril;2; $62.073 
833;Banco de Chile;2000;mayo;2; $46.614 
834;Banco de Chile;2000;junio;5; $65.012 
835;Banco de Chile;2000;julio;4; $19.054 
836;Banco de Chile;2000;agosto;4; $69.390 
837;Banco de Chile;2000;septiembre;5; $68.415 
838;Banco de Chile;2000;octubre;5; $70.113 
839;Banco de Chile;2000;noviembre;5; $75.080 
840;Banco de Chile;2000;diciembre;1; $7.306 
841;Banco de Chile;2001;enero;2; $90.759 
842;Banco de Chile;2001;febrero;2; $55.101 
843;Banco de Chile;2001;marzo;4; $79.368 
844;Banco de Chile;2001;abril;5; $31.626 
845;Banco de Chile;2001;mayo;1; $49.292 
846;Banco de Chile;2001;junio;0; $- 
847;Banco de Chile;2001;julio;0; $- 
848;Banco de Chile;2001;agosto;0; $- 
849;Banco de Chile;2001;septiembre;2; $19.789 
850;Banco de Chile;2001;octubre;5; $15.993 
851;Banco de Chile;2001;noviembre;3; $6.990 
852;Banco de Chile;2001;diciembre;5; $82.981 
853;Banco de Chile;2002;enero;5; $89.456 
854;Banco de Chile;2002;febrero;0; $- 
855;Banco de Chile;2002;marzo;2; $87.759 
856;Banco de Chile;2002;abril;5; $14.041 
857;Banco de Chile;2002;mayo;4; $31.684 
858;Banco de Chile;2002;junio;3; $82.430 
859;Banco de Chile;2002;julio;4; $82.663 
860;Banco de Chile;2002;agosto;2; $51.237 
861;Banco de Chile;2002;septiembre;0; $- 
862;Banco de Chile;2002;octubre;4; $50.936 
863;Banco de Chile;2002;noviembre;5; $25.891 
864;Banco de Chile;2002;diciembre;2; $65.141 
865;Banco de Chile;2003;enero;2; $83.300 
866;Banco de Chile;2003;febrero;2; $88.107 
867;Banco de Chile;2003;marzo;3; $95.309 
868;Banco de Chile;2003;abril;2; $49.100 
869;Banco de Chile;2003;mayo;4; $45.607 
870;Banco de Chile;2003;junio;2; $74.237 
871;Banco de Chile;2003;julio;3; $30.864 
872;Banco de Chile;2003;agosto;0; $- 
873;Banco de Chile;2003;septiembre;1; $45.641 
874;Banco de Chile;2003;octubre;1; $96.795 
875;Banco de Chile;2003;noviembre;0; $- 
876;Banco de Chile;2003;diciembre;5; $74.100 
877;Banco de Chile;2004;enero;1; $41.241 
878;Banco de Chile;2004;febrero;5; $34.629 
879;Banco de Chile;2004;marzo;3; $7.141 
880;Banco de Chile;2004;abril;3; $51.271 
881;Banco de Chile;2004;mayo;2; $52.826 
882;Banco de Chile;2004;junio;5; $45.359 
883;Banco de Chile;2004;julio;1; $34.231 
884;Banco de Chile;2004;agosto;3; $98.409 
885;Banco de Chile;2004;septiembre;1; $48.638 
886;Banco de Chile;2004;octubre;5; $29.360 
887;Banco de Chile;2004;noviembre;5; $41.936 
888;Banco de Chile;2004;diciembre;4; $69.813 
889;Banco de Chile;2005;enero;5; $20.685 
890;Banco de Chile;2005;febrero;4; $65.366 
891;Banco de Chile;2005;marzo;0; $- 
892;Banco de Chile;2005;abril;0; $- 
893;Banco de Chile;2005;mayo;4; $73.382 
894;Banco de Chile;2005;junio;0; $- 
895;Banco de Chile;2005;julio;0; $- 
896;Banco de Chile;2005;agosto;2; $30.549 
897;Banco de Chile;2005;septiembre;1; $78.687 
898;Banco de Chile;2005;octubre;1; $27.973 
899;Banco de Chile;2005;noviembre;5; $32.290 
900;Banco de Chile;2005;diciembre;4; $31.894 
901;Banco de Chile;2006;enero;3; $89.814 
902;Banco de Chile;2006;febrero;1; $49.878 
903;Banco de Chile;2006;marzo;2; $84.640 
904;Banco de Chile;2006;abril;1; $87.409 
905;Banco de Chile;2006;mayo;5; $68.066 
906;Banco de Chile;2006;junio;3; $48.299 
907;Banco de Chile;2006;julio;3; $5.499 
908;Banco de Chile;2006;agosto;0; $- 
909;Banco de Chile;2006;septiembre;1; $63.974 
910;Banco de Chile;2006;octubre;5; $48.125 
911;Banco de Chile;2006;noviembre;4; $47.869 
912;Banco de Chile;2006;diciembre;4; $52.459 
913;Banco de Chile;2007;enero;2; $6.575 
914;Banco de Chile;2007;febrero;2; $95.426 
915;Banco de Chile;2007;marzo;5; $77.371 
916;Banco de Chile;2007;abril;5; $52.938 
917;Banco de Chile;2007;mayo;1; $58.773 
918;Banco de Chile;2007;junio;0; $- 
919;Banco de Chile;2007;julio;1; $53.001 
920;Banco de Chile;2007;agosto;1; $55.210 
921;Banco de Chile;2007;septiembre;1; $45.348 
922;Banco de Chile;2007;octubre;5; $17.689 
923;Banco de Chile;2007;noviembre;2; $44.559 
924;Banco de Chile;2007;diciembre;1; $97.851 
925;Banco de Chile;2008;enero;2; $54.398 
926;Banco de Chile;2008;febrero;5; $46.482 
927;Banco de Chile;2008;marzo;0; $- 
928;Banco de Chile;2008;abril;0; $- 
929;Banco de Chile;2008;mayo;5; $34.526 
930;Banco de Chile;2008;junio;2; $14.101 
931;Banco de Chile;2008;julio;4; $10.673 
932;Banco de Chile;2008;agosto;0; $- 
933;Banco de Chile;2008;septiembre;3; $54.748 
934;Banco de Chile;2008;octubre;1; $57.889 
935;Banco de Chile;2008;noviembre;2; $35.914 
936;Banco de Chile;2008;diciembre;2; $64.751 
937;Banco de Chile;2009;enero;1; $28.378 
938;Banco de Chile;2009;febrero;1; $23.148 
939;Banco de Chile;2009;marzo;3; $67.569 
940;Banco de Chile;2009;abril;0; $- 
941;Banco de Chile;2009;mayo;0; $- 
942;Banco de Chile;2009;junio;2; $82.571 
943;Banco de Chile;2009;julio;1; $97.494 
944;Banco de Chile;2009;agosto;1; $51.873 
945;Banco de Chile;2009;septiembre;0; $- 
946;Banco de Chile;2009;octubre;5; $86.479 
947;Banco de Chile;2009;noviembre;2; $15.256 
948;Banco de Chile;2009;diciembre;5; $89.164 
949;Banco de Chile;2010;enero;4; $16.139 
950;Banco de Chile;2010;febrero;4; $45.723 
951;Banco de Chile;2010;marzo;2; $78.201 
952;Banco de Chile;2010;abril;3; $76.538 
953;Banco de Chile;2010;mayo;4; $67.116 
954;Banco de Chile;2010;junio;3; $35.449 
955;Banco de Chile;2010;julio;3; $59.694 
956;Banco de Chile;2010;agosto;5; $85.210 
957;Banco de Chile;2010;septiembre;1; $15.696 
958;Banco de Chile;2010;octubre;4; $85.140 
959;Banco de Chile;2010;noviembre;1; $45.112 
960;Banco de Chile;2010;diciembre;2; $94.981 
961;Banco de Chile;2011;enero;0; $- 
962;Banco de Chile;2011;febrero;3; $79.008 
963;Banco de Chile;2011;marzo;1; $16.248 
964;Banco de Chile;2011;abril;3; $94.561 
965;Banco de Chile;2011;mayo;0; $- 
966;Banco de Chile;2011;junio;4; $29.685 
967;Banco de Chile;2011;julio;2; $33.348 
968;Banco de Chile;2011;agosto;0; $- 
969;Banco de Chile;2011;septiembre;3; $20.627 
970;Banco de Chile;2011;octubre;1; $51.667 
971;Banco de Chile;2011;noviembre;3; $69.919 
972;Banco de Chile;2011;diciembre;2; $57.298 
973;Banco de Chile;2012;enero;3; $75.036 
974;Banco de Chile;2012;febrero;3; $23.373 
975;Banco de Chile;2012;marzo;3; $91.491 
976;Banco de Chile;2012;abril;1; $81.650 
977;Banco de Chile;2012;mayo;5; $94.139 
978;Banco de Chile;2012;junio;5; $11.068 
979;Banco de Chile;2012;julio;3; $83.043 
980;Banco de Chile;2012;agosto;4; $19.101 
981;Banco de Chile;2012;septiembre;4; $24.880 
982;Banco de Chile;2012;octubre;4; $80.826 
983;Banco de Chile;2012;noviembre;0; $- 
984;Banco de Chile;2012;diciembre;3; $87.578 
985;Banco de Chile;2013;enero;1; $7.553 
986;Banco de Chile;2013;febrero;5; $15.282 
987;Banco de Chile;2013;marzo;4; $86.988 
988;Banco de Chile;2013;abril;5; $30.944 
989;Banco de Chile;2013;mayo;0; $- 
990;Banco de Chile;2013;junio;2; $11.815 
991;Banco de Chile;2013;julio;2; $24.997 
992;Banco de Chile;2013;agosto;3; $82.701 
993;Banco de Chile;2013;septiembre;0; $- 
994;Banco de Chile;2013;octubre;4; $29.021 
995;Banco de Chile;2013;noviembre;2; $50.539 
996;Banco de Chile;2013;diciembre;4; $98.021 
997;Banco de Chile;2014;enero;5; $35.685 
998;Banco de Chile;2014;febrero;4; $25.914 
999;Banco de Chile;2014;marzo;1; $49.396 
1000;Banco de Chile;2014;abril;4; $68.871 
1001;Banco de Chile;2014;mayo;2; $26.589 
1002;Banco de Chile;2014;junio;5; $66.998 
1003;Banco de Chile;2014;julio;5; $39.004 
1004;Banco de Chile;2014;agosto;3; $59.611 
1005;Banco de Chile;2014;septiembre;5; $68.662 
1006;Banco de Chile;2014;octubre;2; $39.856 
1007;Banco de Chile;2014;noviembre;1; $12.732 
1008;Banco de Chile;2014;diciembre;4; $6.976 
1009;Banco de Chile;2015;enero;3; $6.024 
1010;Banco de Chile;2015;febrero;3; $31.504 
1011;Banco de Chile;2015;marzo;4; $21.018 
1012;Banco de Chile;2015;abril;2; $30.267 
1013;Banco de Chile;2015;mayo;3; $26.816 
1014;Banco de Chile;2015;junio;0; $- 
1015;Banco de Chile;2015;julio;0; $- 
1016;Banco de Chile;2015;agosto;0; $- 
1017;Banco de Chile;2015;septiembre;0; $- 
1018;Banco de Chile;2015;octubre;2; $96.040 
1019;Banco de Chile;2015;noviembre;0; $- 
1020;Banco de Chile;2015;diciembre;1; $27.032 
1021;Banco de Chile;2016;enero;5; $43.842 
1022;Banco de Chile;2016;febrero;0; $- 
1023;Banco de Chile;2016;marzo;4; $17.582 
1024;Banco de Chile;2016;abril;5; $63.228 
1025;Banco de Chile;2016;mayo;4; $51.416 
1026;Banco de Chile;2016;junio;4; $74.618 
1027;Banco de Chile;2016;julio;4; $65.912 
1028;Banco de Chile;2016;agosto;0; $- 
1029;Banco de Chile;2016;septiembre;3; $21.303 
1030;Banco de Chile;2016;octubre;4; $74.081 
1031;Banco de Chile;2016;noviembre;1; $44.927 
1032;Banco de Chile;2016;diciembre;4; $72.843 
1033;Banco de Chile;2017;enero;3; $86.246 
1034;Banco de Chile;2017;febrero;2; $91.050 
1035;Banco de Chile;2017;marzo;1; $72.296 
1036;Banco de Chile;2017;abril;1; $52.528 
1037;Banco de Chile;2017;mayo;2; $56.426 
1038;Banco de Chile;2017;junio;3; $27.529 
1039;Banco de Chile;2017;julio;1; $84.778 
1040;Banco de Chile;2017;agosto;3; $34.771 
1041;Banco de Chile;2017;septiembre;5; $85.071 
1042;Banco de Chile;2017;octubre;5; $71.988 
1043;Banco de Chile;2017;noviembre;1; $62.632 
1044;Banco de Chile;2017;diciembre;3; $75.975 
1045;Banco de Chile;2018;enero;3; $78.631 
1046;Banco de Chile;2018;febrero;1; $33.001 
1047;Banco de Chile;2018;marzo;4; $55.040 
1048;Banco de Chile;2018;abril;3; $15.134 
1049;Banco de Chile;2018;mayo;2; $56.116 
1050;Banco de Chile;2018;junio;4; $83.630 
1051;Banco de Chile;2018;julio;1; $9.890 
1052;Banco de Chile;2018;agosto;2; $58.167 
1053;Banco de Chile;2018;septiembre;1; $58.573 
1054;Banco de Chile;2018;octubre;4; $19.558 
1055;Banco de Chile;2018;noviembre;5; $13.984 
1056;Banco de Chile;2018;diciembre;4; $25.849 
1057;Banco de Chile;2019;enero;4; $33.549 
1058;Banco de Chile;2019;febrero;2; $53.999 
1059;Banco de Chile;2019;marzo;1; $58.666 
1060;Banco de Chile;2019;abril;3; $21.391 
1061;Banco de Chile;2019;mayo;1; $10.685 
1062;Banco de Chile;2019;junio;1; $70.861 
1063;Banco de Chile;2019;julio;2; $96.992 
1064;Banco de Chile;2019;agosto;3; $83.877 
1065;Banco de Chile;2019;septiembre;1; $61.127 
1066;Banco de Chile;2019;octubre;4; $37.910 
1067;Banco de Chile;2019;noviembre;0; $- 
1068;Banco de Chile;2019;diciembre;4; $71.330 
1069;Banco de Chile;2020;enero;1; $19.640 
1070;Banco de Chile;2020;febrero;3; $84.504 
1071;Banco de Chile;2020;marzo;2; $48.248 
1072;Banco de Chile;2020;abril;2; $78.866 
1073;Banco de Chile;2020;mayo;2; $9.481 
1074;Banco de Chile;2020;junio;1; $26.489 
1075;Banco de Chile;2020;julio;1; $84.783 
1076;Banco de Chile;2020;agosto;4; $63.826 
1077;Banco de Chile;2020;septiembre;3; $17.757 
1078;Banco de Chile;2020;octubre;0; $- 
1079;Banco de Chile;2020;noviembre;2; $54.874 
1080;Banco de Chile;2020;diciembre;1; $70.101 
1081;Banco de Chile;2021;enero;5; $40.500 
1082;Banco de Chile;2021;febrero;4; $71.585 
1083;Banco de Chile;2021;marzo;3; $97.555 
1084;Banco de Chile;2021;abril;3; $41.343 
1085;Banco de Chile;2021;mayo;3; $24.678 
1086;Banco de Chile;2021;junio;0; $- 
1087;Banco de Chile;2021;julio;3; $73.279 
1088;Banco de Chile;2021;agosto;4; $90.605 
1089;Banco de Chile;2021;septiembre;1; $37.546 
1090;Banco de Chile;2021;octubre;4; $81.098 
1091;Banco de Chile;2021;noviembre;0; $- 
1092;Banco de Chile;2021;diciembre;4; $62.620 
1093;Banco de Chile;2022;enero;2; $42.519 
1094;Banco de Chile;2022;febrero;0; $- 
1095;Banco de Chile;2022;marzo;0; $- 
1096;Banco de Chile;2022;abril;5; $21.092 
1097;Banco de Chile;2022;mayo;1; $72.406 
1098;Banco de Chile;2022;junio;5; $40.487 
1099;Banco de Chile;2022;julio;2; $7.597 
1100;Banco de Chile;2022;agosto;1; $10.138 
1101;Banco de Chile;2022;septiembre;2; $62.232 
1102;Banco de Chile;2022;octubre;0; $- 
1103;Banco de Chile;2022;noviembre;5; $27.841 
1104;Banco de Chile;2022;diciembre;2; $64.510 
1105;Banco Falabella;2000;enero;4; $29.986 
1106;Banco Falabella;2000;febrero;5; $14.177 
1107;Banco Falabella;2000;marzo;1; $68.617 
1108;Banco Falabella;2000;abril;0; $- 
1109;Banco Falabella;2000;mayo;2; $25.626 
1110;Banco Falabella;2000;junio;4; $54.934 
1111;Banco Falabella;2000;julio;3; $35.681 
1112;Banco Falabella;2000;agosto;2; $26.682 
1113;Banco Falabella;2000;septiembre;1; $19.715 
1114;Banco Falabella;2000;octubre;0; $- 
1115;Banco Falabella;2000;noviembre;3; $86.489 
1116;Banco Falabella;2000;diciembre;4; $46.703 
1117;Banco Falabella;2001;enero;0; $- 
1118;Banco Falabella;2001;febrero;5; $9.699 
1119;Banco Falabella;2001;marzo;3; $10.683 
1120;Banco Falabella;2001;abril;5; $40.242 
1121;Banco Falabella;2001;mayo;5; $82.723 
1122;Banco Falabella;2001;junio;2; $79.311 
1123;Banco Falabella;2001;julio;4; $56.340 
1124;Banco Falabella;2001;agosto;1; $46.302 
1125;Banco Falabella;2001;septiembre;5; $8.564 
1126;Banco Falabella;2001;octubre;4; $6.916 
1127;Banco Falabella;2001;noviembre;4; $27.803 
1128;Banco Falabella;2001;diciembre;5; $93.140 
1129;Banco Falabella;2002;enero;0; $- 
1130;Banco Falabella;2002;febrero;4; $62.998 
1131;Banco Falabella;2002;marzo;1; $25.045 
1132;Banco Falabella;2002;abril;5; $34.489 
1133;Banco Falabella;2002;mayo;3; $6.007 
1134;Banco Falabella;2002;junio;4; $53.600 
1135;Banco Falabella;2002;julio;1; $90.917 
1136;Banco Falabella;2002;agosto;1; $98.373 
1137;Banco Falabella;2002;septiembre;0; $- 
1138;Banco Falabella;2002;octubre;4; $93.152 
1139;Banco Falabella;2002;noviembre;0; $- 
1140;Banco Falabella;2002;diciembre;1; $55.719 
1141;Banco Falabella;2003;enero;2; $43.540 
1142;Banco Falabella;2003;febrero;0; $- 
1143;Banco Falabella;2003;marzo;2; $29.896 
1144;Banco Falabella;2003;abril;4; $21.572 
1145;Banco Falabella;2003;mayo;1; $79.963 
1146;Banco Falabella;2003;junio;1; $20.743 
1147;Banco Falabella;2003;julio;5; $19.575 
1148;Banco Falabella;2003;agosto;4; $61.160 
1149;Banco Falabella;2003;septiembre;5; $89.132 
1150;Banco Falabella;2003;octubre;2; $95.077 
