Magnitud,Lugar,Fecha_Tiempo,Tipo_Magnitud,Tipo_Catastrofe,Longitud,Latitud,Profundidad
1.03,"4km W of Cobb, CA",1970-01-20 01:26:06.362920,md,earthquake,-122.7633362,38.8195,1.88
2.00999999,"5 km ENE of P?hala, Hawaii",1970-01-20 01:26:06.298650,md,earthquake,-155.422836303711,19.2141666412354,32.3800010681152
1.71,"4km W of Cobb, CA",1970-01-20 01:26:06.230630,md,earthquake,-122.7641667,38.819,1.65
1.08,"25 km NNE of Gates, Oregon",1970-01-20 01:26:06.079980,ml,explosion,-122.316,44.97516666666667,-0.49
0.85,"4km W of Cobb, CA",1970-01-20 01:26:06.010450,md,earthquake,-122.7641678,38.8204994,1.72
2.0,"25 km SSW of Kivalina, Alaska",1970-01-20 01:26:05.830765,ml,earthquake,-164.8127,67.5233,9.1
0.47,"6km WNW of The Geysers, CA",1970-01-20 01:26:05.244330,md,earthquake,-122.8201667,38.8043333,3.29
3.8,"109 km SW of Nikolski, Alaska",1970-01-20 01:26:05.084433,mb,earthquake,-170.077,52.289,48.64
1.24,"14 km SSE of Sunnyside, Utah",1970-01-20 01:26:05.029270,md,earthquake,-110.3226667,39.4275,-1.33
2.47,"5 km WSW of Guánica, Puerto Rico",1970-01-20 01:26:04.401830,md,earthquake,-66.9568333333333,17.9503333333333,7.4
2.1,"11 km SW of Tyonek, Alaska",1970-01-20 01:26:03.763828,ml,earthquake,-151.315,61.0072,71.0
0.85,"8km WNW of Cobb, CA",1970-01-20 01:26:03.699000,md,earthquake,-122.8101654,38.8400002,2.04
1.07,"8km NW of The Geysers, CA",1970-01-20 01:26:03.617690,md,earthquake,-122.8150024,38.8293343,1.72
1.1,"11 km NW of Sutton-Alpine, Alaska",1970-01-20 01:26:03.585373,ml,earthquake,-148.9197,61.8472,37.1
2.7,"263 km WSW of Adak, Alaska",1970-01-20 01:26:03.526152,ml,earthquake,179.6239,51.4396,16.55
1.6,"3 km SW of Caruthersville, Missouri",1970-01-20 01:26:02.969700,md,earthquake,-89.6768333,36.169,7.66
0.85,"6km W of Cobb, CA",1970-01-20 01:26:01.522040,md,earthquake,-122.7971649,38.8323326,1.72
3.8,"201 km SE of Perryville, Alaska",1970-01-20 01:26:01.010021,ml,earthquake,-156.8507,54.6677,23.8
1.58,"16 km SSE of Sunnyside, Utah",1970-01-20 01:26:00.876550,md,earthquake,-110.309,39.4163333,-2.02
1.61,"10km NNE of Alum Rock, CA",1970-01-20 01:26:00.853990,md,earthquake,-121.7773333,37.446,6.14
1.6,"54 km WNW of Anchor Point, Alaska",1970-01-20 01:26:00.047297,ml,earthquake,-152.7613,59.9302,96.6
0.2,"2km NNW of Anderson Springs, CA",1970-01-20 01:25:59.734510,md,earthquake,-122.7026667,38.7935,1.96
5.5,west of Macquarie Island,1970-01-20 01:25:59.676417,mww,earthquake,145.7713,-54.139,10.0
1.86,"2 km N of Sportsmen Acres, Oklahoma",1970-01-20 01:25:59.575380,ml,quarry blast,-95.24816667,36.26866667,0.0
1.4,"14 km SE of Clam Gulch, Alaska",1970-01-20 01:25:59.155914,ml,earthquake,-151.1802,60.1586,51.1
1.5,"45 km SSE of Adak, Alaska",1970-01-20 01:25:59.026334,ml,earthquake,-176.3335,51.5094,28.3
1.73,"16 km SSE of Sunnyside, Utah",1970-01-20 01:25:58.696770,md,earthquake,-110.3096667,39.4183333,-1.97
2.33,"10 km ENE of P?hala, Hawaii",1970-01-20 01:25:58.496220,ml,earthquake,-155.386505126953,19.2441673278809,31.5400009155273
2.27,"10 km ENE of P?hala, Hawaii",1970-01-20 01:25:58.472840,ml,earthquake,-155.385833740234,19.2406673431396,32.0
2.2,Central Alaska,1970-01-20 01:25:58.187538,ml,earthquake,-151.2911,62.5534,87.3
3.6,"10 km ENE of P?hala, Hawaii",1970-01-20 01:25:58.185370,ml,earthquake,-155.388666666667,19.2481666666667,31.98
4.0,"Maug Islands region, Northern Mariana Islands",1970-01-20 01:25:58.184001,mb,earthquake,145.2657,19.1969,332.07
2.2,"42 km NW of Toyah, Texas",1970-01-20 01:25:57.975637,ml,earthquake,-104.1099063,31.59127957,7.365551758
1.2,"65 km N of Chase, Alaska",1970-01-20 01:25:57.934937,ml,earthquake,-150.1211,63.0394,92.4
1.95,"6 km SE of Maria Antonia, Puerto Rico",1970-01-20 01:25:57.607010,md,earthquake,-66.8436666666667,17.9396666666667,14.52
2.25,"9 km ENE of P?hala, Hawaii",1970-01-20 01:25:57.344270,ml,earthquake,-155.390670776367,19.2238330841064,32.2000007629395
4.2,"34 km S of Whanganui, New Zealand",1970-01-20 01:25:57.328754,mb,earthquake,174.9802,-40.2399,67.39
1.03,"9km NNW of Big Bear City, CA",1970-01-20 01:25:57.328650,ml,quarry blast,-116.8641667,34.3375,-1.41
1.2,"60 km S of Glacier View, Alaska",1970-01-20 01:25:57.105771,ml,ice quake,-147.7114,61.2654,0.0
2.04,"33 km NNW of Lima, Montana",1970-01-20 01:25:56.574430,ml,earthquake,-112.779,44.9066667,5.14
0.72,"11km ENE of Ridgecrest, CA",1970-01-20 01:25:56.382990,ml,earthquake,-117.5535,35.6446667,10.97
0.52,"12km ESE of Mammoth Lakes, CA",1970-01-20 01:25:56.201810,md,earthquake,-118.8583333,37.5795,0.65
1.8,"93 km SE of Nikolski, Alaska",1970-01-20 01:25:55.636099,ml,earthquake,-167.7952,52.4011,13.2
1.6,"65 km S of Denali National Park, Alaska",1970-01-20 01:25:55.575470,ml,earthquake,-151.5728,62.9554,4.8
4.7,Kermadec Islands region,1970-01-20 01:25:55.490643,mb,earthquake,-176.1432,-27.0595,10.0
0.7,"6km S of Pearblossom, CA",1970-01-20 01:25:55.138820,ml,earthquake,-117.9116667,34.4538333,12.03
0.1,"40 km NW of Indian Springs, Nevada",1970-01-20 01:25:55.004056,ml,earthquake,-115.9525,36.8569,7.8
1.57,"17 km SSE of Sunnyside, Utah",1970-01-20 01:25:54.747950,md,earthquake,-110.2863333,39.4135,-3.39
2.1,"18km WNW of Malibu, CA",1970-01-20 01:25:54.363230,ml,earthquake,-118.987,34.0621667,9.19
4.4,"Izu Islands, Japan region",1970-01-20 01:25:53.945647,mb,earthquake,141.9306,31.9676,10.0
1.7,"52 km WNW of Nanwalek, Alaska",1970-01-20 01:25:53.907779,ml,earthquake,-152.8237,59.4523,78.2
0.68,"5km NE of Round Valley, CA",1970-01-20 01:25:53.337900,md,earthquake,-118.5503333,37.445,2.85
2.23,"21 km SW of Stella, Puerto Rico",1970-01-20 01:25:53.325690,md,earthquake,-67.4098333333333,18.2076666666667,16.86
2.06999993,"11 km E of P?hala, Hawaii",1970-01-20 01:25:53.259670,md,earthquake,-155.370834350586,19.1933326721191,33.0099983215332
4.2,"25 km ESE of Hegang, China",1970-01-20 01:25:53.206189,mb,earthquake,130.6015,47.2433,14.93
1.1,"9km NW of The Geysers, CA",1970-01-20 01:25:52.918570,md,earthquake,-122.8295,38.8373333,2.22
0.07,"9km NW of The Geysers, CA",1970-01-20 01:25:52.916340,md,earthquake,-122.8291667,38.837,2.14
2.0,"Unimak Island region, Alaska",1970-01-20 01:25:52.394723,ml,earthquake,-164.9164,53.8386,61.3
1.7,"95 km ESE of Adak, Alaska",1970-01-20 01:25:52.034112,ml,earthquake,-175.4672,51.4087,23.7
2.69,"11 km E of P?hala, Hawaii",1970-01-20 01:25:51.888790,ml,earthquake,-155.372666666667,19.2088333333333,33.38
1.4,"3 km S of Alamo, Nevada",1970-01-20 01:25:51.799131,ml,earthquake,-115.1714,37.3298,1.6
0.36,"6km WNW of Cobb, CA",1970-01-20 01:25:51.448890,md,earthquake,-122.7969971,38.8336678,1.8
4.8,"136 km WNW of Naha, Japan",1970-01-20 01:25:50.823478,mb,earthquake,126.5237,26.8709,10.0
0.36,"17km ESE of Little Lake, CA",1970-01-20 01:25:50.712710,ml,earthquake,-117.724,35.8936667,2.4
0.68,"22km ESE of Little Lake, CA",1970-01-20 01:25:50.690550,ml,earthquake,-117.6833333,35.8551667,8.11
2.21,"6km NW of Walker, CA",1970-01-20 01:25:50.578950,md,earthquake,-119.5263333,38.5483333,5.25
0.19,"13km SE of Anza, CA",1970-01-20 01:25:50.328790,ml,earthquake,-116.5565,33.486,7.86
4.2,"60 km WSW of Abra Pampa, Argentina",1970-01-20 01:25:49.905097,mb,earthquake,-66.2668,-22.8573,231.43
0.36,"7km WNW of The Geysers, CA",1970-01-20 01:25:49.878960,md,earthquake,-122.8290024,38.8106651,1.52
4.1,"76 km SE of Farkh?r, Afghanistan",1970-01-20 01:25:49.335105,mb,earthquake,70.4466,36.0746,105.46
0.9,"46 km ENE of Susitna North, Alaska",1970-01-20 01:25:48.634896,ml,earthquake,-149.0411,62.3491,14.9
-0.04,"Andreanof Islands, Aleutian Islands, Alaska",1970-01-20 01:25:48.482630,ml,earthquake,-174.196166666667,52.321,3.65
3.0,"14 km NNW of Atka, Alaska",1970-01-20 01:25:48.334455,ml,earthquake,-174.2551,52.3229,6.12
2.0,"136 km SE of Akutan, Alaska",1970-01-20 01:25:48.327274,ml,earthquake,-164.3063,53.2683,25.1
1.90999997,"5 km S of P?hala, Hawaii",1970-01-20 01:25:47.979890,md,earthquake,-155.473495483398,19.1561660766602,30.3899993896484
4.4,"70 km E of Dennery, Saint Lucia",1970-01-20 01:25:47.781536,mb,earthquake,-60.2489,14.0244,35.05
1.0,"14 km NNW of Glennallen, Alaska",1970-01-20 01:25:47.529918,ml,earthquake,-145.6591,62.2315,23.7
-0.16,"13 km W of Akutan, Alaska",1970-01-20 01:25:47.115470,ml,earthquake,-165.989,54.1173333333333,19.75
1.08,"2km NNW of The Geysers, CA",1970-01-20 01:25:46.999200,md,earthquake,-122.7648333,38.7951667,0.69
1.0,"51 km SSE of Denali National Park, Alaska",1970-01-20 01:25:46.696860,ml,earthquake,-151.4773,63.0956,11.9
4.5,"129 km WNW of Naha, Japan",1970-01-20 01:25:46.105326,mb,earthquake,126.5399,26.7796,10.0
0.1,"2 km SSE of Coleville, California",1970-01-20 01:25:46.096488,ml,earthquake,-119.5003,38.5483,7.4
0.86,"2km NNE of The Geysers, CA",1970-01-20 01:25:46.017900,md,earthquake,-122.7496643,38.7958336,1.94
0.9,"1 km W of Cromberg, California",1970-01-20 01:25:45.879851,ml,earthquake,-120.7066,39.8617,10.9
4.2,"208 km WSW of Olonkinbyen, Svalbard and Jan Mayen",1970-01-20 01:25:45.651842,mb,earthquake,-14.3129,70.6062,10.0
0.9,"44 km E of Denali National Park, Alaska",1970-01-20 01:25:45.133888,ml,earthquake,-150.8327,63.5046,10.1
0.7,"15 km E of Bridgeport, California",1970-01-20 01:25:44.446742,ml,earthquake,-119.0538,38.2677,9.3
2.19,"4 km E of P?hala, Hawaii",1970-01-20 01:25:44.060620,ml,earthquake,-155.432830810547,19.2066669464111,33.0999984741211
1.1,"56 km SSW of Cantwell, Alaska",1970-01-20 01:25:43.887785,ml,earthquake,-149.405,62.931,69.3
1.2,"66 km N of Chickaloon, Alaska",1970-01-20 01:25:43.717686,ml,earthquake,-148.4802,62.3898,46.0
1.78,"4 km SSW of Palmarejo, Puerto Rico",1970-01-20 01:25:43.610800,md,earthquake,-67.096,18.0033333333333,21.48
2.2,"55 km SSW of Whites City, New Mexico",1970-01-20 01:25:43.274247,ml,earthquake,-104.5013618,31.68829079,5.823071289
0.49,"2 km NE of Jackson, Wyoming",1970-01-20 01:25:42.942090,ml,earthquake,-110.7411667,43.4931667,3.14
1.4,"34 km E of Skwentna, Alaska",1970-01-20 01:25:42.869236,ml,earthquake,-150.7343,61.9752,5.3
2.03999996,"2 km SSE of P?hala, Hawaii",1970-01-20 01:25:42.852000,md,earthquake,-155.474334716797,19.1826667785645,31.8999996185303
2.51,"9 km SSE of Maria Antonia, Puerto Rico",1970-01-20 01:25:42.456670,md,earthquake,-66.8516666666667,17.9045,12.25
2.6,"39 km S of Ugashik, Alaska",1970-01-20 01:25:42.223286,ml,earthquake,-157.2858,57.1666,103.4
1.5,"51 km SSE of Denali National Park, Alaska",1970-01-20 01:25:41.927994,ml,earthquake,-151.503,63.0905,11.6
1.0,"20 km SE of Denali National Park, Alaska",1970-01-20 01:25:41.516530,ml,earthquake,-151.4417,63.4099,10.0
1.71000004,"8 km NNW of P?hala, Hawaii",1970-01-20 01:25:41.355950,md,earthquake,-155.498336791992,19.2779998779297,5.3899998664856
2.22,"6 km SSE of Maria Antonia, Puerto Rico",1970-01-20 01:25:41.183650,md,earthquake,-66.859,17.9281666666667,16.74
0.68,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:40.991420,md,earthquake,-155.6545,19.4875,2.92
2.1,"5 km S of P?hala, Hawaii",1970-01-20 01:25:40.196800,ml,earthquake,-155.472839355469,19.150333404541,31.9300003051758
0.8,"9km NW of The Geysers, CA",1970-01-20 01:25:40.042920,md,earthquake,-122.8293304,38.8373337,2.26
0.6,"12 km SE of Milford, California",1970-01-20 01:25:39.869651,ml,earthquake,-120.2902,40.0803,9.2
0.84,"3km NW of The Geysers, CA",1970-01-20 01:25:39.861570,md,earthquake,-122.7809982,38.8014984,0.19
2.06,"8 km N of Hawaiian Paradise Park, Hawaii",1970-01-20 01:25:39.747250,md,earthquake,-154.967666666667,19.6736666666667,41.73
2.2,"217 km SSE of Unalaska, Alaska",1970-01-20 01:25:39.566133,ml,earthquake,-164.7482,52.2468,6.9
1.48,"7km E of Mineral, CA",1970-01-20 01:25:39.387850,md,earthquake,-121.489,40.3648333,10.67
4.1,"249 km ESE of Attu Station, Alaska",1970-01-20 01:25:39.326169,mb,earthquake,176.3759,51.7531,42.28
1.63,"10 km SW of Guánica, Puerto Rico",1970-01-20 01:25:39.064440,md,earthquake,-66.9718333333333,17.8976666666667,10.33
1.33,"22km ESE of Little Lake, CA",1970-01-20 01:25:39.042330,ml,earthquake,-117.6821667,35.859,7.62
1.0,"27 km SSE of Mina, Nevada",1970-01-20 01:25:38.845613,ml,earthquake,-118.0089,38.1533,5.0
4.3,South Sandwich Islands region,1970-01-20 01:25:38.630294,mb,earthquake,-25.2611,-56.694,10.0
1.9,"18 km WNW of Salamatof, Alaska",1970-01-20 01:25:38.173335,ml,earthquake,-151.6363,60.6742,76.8
0.35,"5km NW of The Geysers, CA",1970-01-20 01:25:38.063770,md,earthquake,-122.7936667,38.8165,2.43
1.85000002,"3 km S of P?hala, Hawaii",1970-01-20 01:25:37.187350,md,earthquake,-155.479995727539,19.175500869751,33.7900009155273
1.91,"5 km E of La Parguera, Puerto Rico",1970-01-20 01:25:36.921120,md,earthquake,-66.9975,17.9716666666667,13.3
0.35,"6km WNW of The Geysers, CA",1970-01-20 01:25:36.906510,md,earthquake,-122.8160019,38.7970009,3.55
4.3,"130 km WNW of Naha, Japan",1970-01-20 01:25:36.825690,mb,earthquake,126.5707,26.8356,10.0
0.83,"24km SSW of La Quinta, CA",1970-01-20 01:25:36.453010,ml,earthquake,-116.4336667,33.4776667,13.4
0.97,"4km SW of Imperial, CA",1970-01-20 01:25:35.956580,ml,earthquake,-115.598,32.821,10.12
1.0,"68 km NNW of Eureka Roadhouse, Alaska",1970-01-20 01:25:35.896109,ml,earthquake,-147.8463,62.464,46.4
1.9,"55 km S of Whites City, New Mexico",1970-01-20 01:25:35.843529,ml,earthquake,-104.4194224,31.67737242,7.211303711
4.1,"104 km WNW of Iquique, Chile",1970-01-20 01:25:35.751634,mwr,earthquake,-71.1154,-19.9631,12.95
-0.21,"15 km NNE of Ashford, Washington",1970-01-20 01:25:35.628050,md,earthquake,-121.93183333333333,46.87983333333333,8.64
1.2,"53 km NNE of Chase, Alaska",1970-01-20 01:25:35.510180,ml,earthquake,-149.6548,62.8876,73.8
0.66,"23 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:34.912500,md,earthquake,-155.6475,19.4903333333333,2.04
1.9,"16 km SSE of Sunnyside, Utah",1970-01-20 01:25:34.722290,md,earthquake,-110.3025,39.4198333,-2.8
1.7,"58 km WNW of Austin, Nevada",1970-01-20 01:25:34.627029,ml,earthquake,-117.7047,39.6893,3.0
1.3,"30 km NW of Valdez, Alaska",1970-01-20 01:25:34.487631,ml,earthquake,-146.7828,61.3029,13.1
1.61,"Island of Hawaii, Hawaii",1970-01-20 01:25:34.297140,ml,earthquake,-155.651,19.4886666666667,3.78
0.72,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:34.175830,md,earthquake,-155.654,19.4853333333333,6.08
4.3,"127 km WNW of Naha, Japan",1970-01-20 01:25:34.144413,mb,earthquake,126.5852,26.8124,10.0
1.95,"2 km SE of La Parguera, Puerto Rico",1970-01-20 01:25:33.731910,md,earthquake,-67.0285,17.9606666666667,8.71
1.3,"19 km NNE of Sterling, Alaska",1970-01-20 01:25:33.680576,ml,earthquake,-150.6564,60.7038,46.5
0.77,"14km S of Joshua Tree, CA",1970-01-20 01:25:33.448620,ml,earthquake,-116.3243333,34.0106667,10.77
1.43,"5 km S of P?hala, Hawaii",1970-01-20 01:25:33.261640,md,earthquake,-155.471833333333,19.1518333333333,29.31
0.17,"60 km W of Tyonek, Alaska",1970-01-20 01:25:32.653960,ml,earthquake,-152.253666666667,61.151,5.33
0.72,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:32.551900,md,earthquake,-155.655166666667,19.4843333333333,4.06
0.77,"6km WNW of The Geysers, CA",1970-01-20 01:25:32.421920,md,earthquake,-122.8156662,38.7965012,3.41
4.3,south of the Fiji Islands,1970-01-20 01:25:32.326987,mb,earthquake,-176.7896,-25.2412,113.68
1.3,"57 km NNW of Petersville, Alaska",1970-01-20 01:25:32.287781,ml,earthquake,-151.1601,62.9764,108.0
1.1,"8 km SSW of Tolsona, Alaska",1970-01-20 01:25:32.203058,ml,earthquake,-146.1451,62.0162,22.5
1.54,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:32.039050,ml,earthquake,-155.6545,19.4836666666667,4.36
-0.2,"13 km NNW of Truckee, California",1970-01-20 01:25:31.896830,ml,earthquake,-120.2417,39.4365,13.9
4.0,"132 km WNW of Naha, Japan",1970-01-20 01:25:31.890527,mb,earthquake,126.5342,26.8154,10.0
1.9,"67 km SE of Adak, Alaska",1970-01-20 01:25:31.869984,ml,earthquake,-176.0655,51.3793,25.4
1.18,"8km WNW of Cobb, CA",1970-01-20 01:25:31.519390,md,earthquake,-122.810997,38.8400002,0.42
0.86,"8km WNW of Cobb, CA",1970-01-20 01:25:31.500900,md,earthquake,-122.8101654,38.8404999,0.74
1.83,"21km SSE of Kettleman City, CA",1970-01-20 01:25:31.368410,md,earthquake,-119.8403333,35.8518333,-0.38
2.1,"10 km WNW of Cherryfield, Maine",1970-01-20 01:25:31.318276,ml,earthquake,-68.0555,44.6405,5.0
0.9,"37 km ESE of Skwentna, Alaska",1970-01-20 01:25:31.172140,ml,earthquake,-150.7097,61.9102,10.0
1.9,"18 km N of P?hala, Hawaii",1970-01-20 01:25:31.082760,ml,earthquake,-155.474334716797,19.3658332824707,7.80999994277954
2.4,"133 km E of Chignik, Alaska",1970-01-20 01:25:29.958329,ml,earthquake,-156.2482,56.323,46.2
1.64,"22km SSE of Kettleman City, CA",1970-01-20 01:25:29.821700,md,earthquake,-119.8538333,35.8345,-0.36
4.4,"202 km W of Olonkinbyen, Svalbard and Jan Mayen",1970-01-20 01:25:29.802490,mb,earthquake,-14.1736,70.6654,10.0
0.81,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:29.643040,md,earthquake,-155.653,19.4843333333333,4.12
1.8,"21km SSE of Kettleman City, CA",1970-01-20 01:25:29.588310,md,earthquake,-119.8541667,35.8425,-0.38
1.0,"9 km SSW of Tolsona, Alaska",1970-01-20 01:25:29.426225,ml,earthquake,-146.1608,62.0068,21.1
0.83,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:29.341130,md,earthquake,-155.6535,19.486,4.05
1.71,"22 km E of Honaunau-Napoopoo, Hawaii",1970-01-20 01:25:29.171180,ml,earthquake,-155.6545,19.4883333333333,4.62
1.6,"80 km S of Unalaska, Alaska",1970-01-20 01:25:29.139847,ml,earthquake,-166.7704,53.1604,25.3
1.2,"41 km N of Ambler, Alaska",1970-01-20 01:25:28.954971,ml,earthquake,-157.7295,67.4591,14.3
0.4,"15 km NNW of Sutcliffe, Nevada",1970-01-20 01:25:28.667679,ml,earthquake,-119.6591,40.0861,12.7
1.07,"11km NW of The Geysers, CA",1970-01-20 01:25:28.648970,md,earthquake,-122.8576667,38.83,2.36
2.1,"58 km S of Whites City, New Mexico",1970-01-20 01:25:28.463714,ml,earthquake,-104.4156554,31.64821322,7.185595703
0.86,"9km WNW of Cobb, CA",1970-01-20 01:25:28.384740,md,earthquake,-122.8238297,38.8400002,1.59
0.9,"28 km NNE of Port Alsworth, Alaska",1970-01-20 01:25:28.184704,ml,earthquake,-154.1765,60.4468,11.5
0.33,"11km NE of Aguanga, CA",1970-01-20 01:25:28.110430,ml,earthquake,-116.7751667,33.501,4.2
0.85,"8km WNW of Cobb, CA",1970-01-20 01:25:27.981340,md,earthquake,-122.8105011,38.8398323,1.85
1.02,"13km NE of Milpitas, CA",1970-01-20 01:25:27.589310,md,earthquake,-121.7928333,37.501,8.03
1.8,"62 km SE of Adak, Alaska",1970-01-20 01:25:27.565563,ml,earthquake,-176.104,51.4154,23.6
2.41,"11km WSW of Willow Creek, CA",1970-01-20 01:25:27.157500,md,earthquake,-123.7551667,40.9171667,23.65
1.8,"34 km SE of Mina, Nevada",1970-01-20 01:25:27.146586,ml,earthquake,-117.8221,38.1797,8.4
3.85,"30 km SSE of Boca de Yuma, Dominican Republic",1970-01-20 01:25:26.680270,md,earthquake,-68.4761,18.1316,46.0
2.3,"54 km S of Whites City, New Mexico",1970-01-20 01:25:26.251617,ml,earthquake,-104.414645,31.68475763,6.131567383
0.75,"21km E of Little Lake, CA",1970-01-20 01:25:26.205890,ml,earthquake,-117.673,35.9381667,2.36
1.93,"5 km E of Steele, Missouri",1970-01-20 01:25:26.196630,md,earthquake,-89.773,36.0875,6.68
1.43,"14 km SE of Glacier, Washington",1970-01-20 01:25:26.098680,ml,earthquake,-121.81816666666667,48.79333333333334,27.06
1.9,"51 km WSW of Salamatof, Alaska",1970-01-20 01:25:24.659690,ml,earthquake,-152.2369,60.513,89.1
1.2,"23 km NNE of Beluga, Alaska",1970-01-20 01:25:24.576245,ml,earthquake,-150.9831,61.3479,61.5
1.8,"68 km WNW of Salamatof, Alaska",1970-01-20 01:25:24.516173,ml,earthquake,-152.5433,60.7593,115.0
1.1,"16 km W of Trapper Creek, Alaska",1970-01-20 01:25:24.411049,ml,earthquake,-150.5561,62.3013,66.3
1.4,"40 km W of Ninilchik, Alaska",1970-01-20 01:25:24.330799,ml,earthquake,-152.3942,60.1118,83.7
1.1,"25 km E of Chase, Alaska",1970-01-20 01:25:24.180563,ml,earthquake,-149.6125,62.4327,60.4
0.93,"18km SSW of Searles Valley, CA",1970-01-20 01:25:24.103980,ml,earthquake,-117.4703333,35.617,8.89
1.3,"101 km S of McCarthy, Alaska",1970-01-20 01:25:23.729750,ml,earthquake,-142.9947,60.5276,5.9
2.1,"3 km S of Tallaboa, Puerto Rico",1970-01-20 01:25:23.449400,md,earthquake,-66.7211666666667,17.9593333333333,7.43
2.1,"217 km N of Whitehorse, Canada",1970-01-20 01:25:23.083447,ml,earthquake,-135.796,62.633,21.6
1.22,"5km WNW of El Centro, CA",1970-01-20 01:25:22.878040,ml,earthquake,-115.606,32.8103333,2.36
1.33,"3km SW of Imperial, CA",1970-01-20 01:25:22.872500,ml,earthquake,-115.5916667,32.8265,11.02
1.35,"5km WNW of El Centro, CA",1970-01-20 01:25:22.867100,ml,earthquake,-115.6006667,32.8118333,12.5
1.38,"12km W of Niland, CA",1970-01-20 01:25:22.849140,ml,earthquake,-115.6483333,33.2355,2.42
1.32,"4km SW of Imperial, CA",1970-01-20 01:25:22.783410,ml,earthquake,-115.5995,32.824,10.11
1.9,"54 km S of Whites City, New Mexico",1970-01-20 01:25:22.525347,ml,earthquake,-104.4127965,31.68867641,3.894970703
1.89,"8km SSE of Tennant, CA",1970-01-20 01:25:22.351570,md,earthquake,-121.8665,41.5268333,9.19
2.09,"10 km E of P?hala, Hawaii",1970-01-20 01:25:22.337850,ml,earthquake,-155.377502441406,19.2193336486816,31.3700008392334
0.6,"5 km S of Dayton, Nevada",1970-01-20 01:25:22.225899,ml,earthquake,-119.6045,39.1902,6.0
1.5,"49 km SW of Chenega, Alaska",1970-01-20 01:25:22.210087,ml,earthquake,-148.7066,59.7857,14.9
2.4,"152 km E of Atka, Alaska",1970-01-20 01:25:22.173045,ml,earthquake,-172.0003,52.4297,66.5
1.3,"71 km NNE of Petersville, Alaska",1970-01-20 01:25:22.114096,ml,earthquake,-150.4509,63.1176,104.9
0.0,"16km NW of Parkfield, CA",1970-01-20 01:25:21.836400,md,earthquake,-120.561,35.9983333,2.72
2.4,"43 km E of Perryville, Alaska",1970-01-20 01:25:21.699736,ml,earthquake,-158.4455,55.8823,56.7
1.88,"11 km E of P?hala, Hawaii",1970-01-20 01:25:21.632460,md,earthquake,-155.370834350586,19.2134990692139,33.5200004577637
4.2,"141 km WNW of Naha, Japan",1970-01-20 01:25:21.142563,mb,earthquake,126.3583,26.6622,10.0
1.24,"16 km SE of Waynoka, Oklahoma",1970-01-20 01:25:21.094130,ml,earthquake,-98.73266667,36.48566667,8.25
0.37,"6km WSW of Anza, CA",1970-01-20 01:25:20.935670,ml,earthquake,-116.733,33.534,2.54
1.0,"34 km S of South Van Horn, Alaska",1970-01-20 01:25:20.406196,ml,earthquake,-147.8566,64.5049,14.4
0.33,"14 km NNE of Ashford, Washington",1970-01-20 01:25:20.352730,ml,earthquake,-121.93116666666667,46.865,11.7
2.1,"53 km ENE of Pedro Bay, Alaska",1970-01-20 01:25:19.938325,ml,earthquake,-153.2043,59.9521,120.0
2.94,"11 km E of P?hala, Hawaii",1970-01-20 01:25:19.919140,ml,earthquake,-155.371166666667,19.2201666666667,33.58
2.0,"57 km S of Whites City, New Mexico",1970-01-20 01:25:19.829562,ml,earthquake,-104.3425366,31.65694984,7.596923828000001
0.87,"4km SE of Redlands, CA",1970-01-20 01:25:19.673650,ml,earthquake,-117.1541667,34.0278333,9.98
1.0,"20 km W of Anchorage, Alaska",1970-01-20 01:25:19.672278,ml,earthquake,-150.2879,61.2104,40.0
1.2,"31 km NW of Valdez, Alaska",1970-01-20 01:25:19.490037,ml,earthquake,-146.8175,61.3058,5.6
-0.36,"12 km WNW of Akutan, Alaska",1970-01-20 01:25:19.409780,ml,earthquake,-165.969333333333,54.1578333333333,2.78
2.1,"18 km W of Anchorage, Alaska",1970-01-20 01:25:19.357948,ml,earthquake,-150.2503,61.2043,44.8
1.22,,1970-01-20 01:25:18.925070,ml,earthquake,-110.3053333,39.4181667,-2.19
1.4,"2 km S of Coleville, California",1970-01-20 01:25:18.672557,ml,earthquake,-119.512,38.5444,6.6
1.0,"73 km WNW of Ninilchik, Alaska",1970-01-20 01:25:18.588396,ml,earthquake,-152.8047,60.391,6.4
1.8,"50 km SW of Covenant Life, Alaska",1970-01-20 01:25:18.549043,ml,earthquake,-136.6309,59.0864,7.8
1.14,"26km SSW of Ocotillo Wells, CA",1970-01-20 01:25:18.548310,ml,earthquake,-116.2616667,32.9383333,10.67
1.4,"5km W of El Centro, CA",1970-01-20 01:25:18.533360,ml,earthquake,-115.6066667,32.7946667,6.97
4.5,"15 km NNW of Jérémie, Haiti",1970-01-20 01:25:18.522182,mb,earthquake,-74.1667,18.7799,10.0
1.1,"7 km WSW of Meadow Lakes, Alaska",1970-01-20 01:25:18.518233,ml,earthquake,-149.7122,61.5906,38.6
